country_region,sub_region,date,days,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,,,
United Kingdom,Tyne and Wear,44012,136,-42,-10,75,-42,-46,16,,,
United Kingdom,Tyne and Wear,44013,137,-47,-14,14,-47,-47,17,,,
United Kingdom,Tyne and Wear,44014,138,-44,-9,65,-43,-46,16,,,
United Kingdom,Tyne and Wear,44015,139,-49,-8,25,-45,-46,17,,,
United Kingdom,Tyne and Wear,44016,140,-52,-13,15,-38,-20,7,,,
United Kingdom,Tyne and Wear,44017,141,-51,-22,10,-39,-16,6,,,
United Kingdom,Tyne and Wear,44018,142,-38,-12,58,-38,-46,13,,,
United Kingdom,Tyne and Wear,44019,143,-39,-11,71,-37,-46,14,,,
United Kingdom,Tyne and Wear,44020,144,-40,-12,61,-38,-44,14,,,
United Kingdom,Tyne and Wear,44021,145,-38,-10,72,-38,-44,14,,,
United Kingdom,Tyne and Wear,44022,146,-43,-11,17,-39,-45,14,,,
United Kingdom,Tyne and Wear,44023,147,-49,-12,49,-31,-16,6,,,
United Kingdom,Tyne and Wear,44024,148,-46,-18,50,-30,-14,3,,,
United Kingdom,Tyne and Wear,44025,149,-35,-11,60,-37,-45,13,,,
United Kingdom,Tyne and Wear,44026,150,-36,-10,71,-38,-44,13,,,
United Kingdom,Tyne and Wear,44027,151,-33,-11,43,-44,-43,14,,,
United Kingdom,Tyne and Wear,44028,152,-32,-10,98,-40,-43,13,,,
United Kingdom,Tyne and Wear,44029,153,-37,-10,46,-40,-43,13,,,
United Kingdom,Tyne and Wear,44030,154,-43,-13,36,-37,-17,5,,,
United Kingdom,Tyne and Wear,44031,155,-38,-19,49,-34,-13,3,,,
United Kingdom,Tyne and Wear,44032,156,-29,-12,71,-40,-47,12,,,
United Kingdom,Tyne and Wear,44033,157,-31,-12,105,-40,-46,12,,,
United Kingdom,Tyne and Wear,44034,158,-31,-12,34,-43,-45,13,,,
United Kingdom,Tyne and Wear,44035,159,-32,-11,26,-45,-46,14,,,
United Kingdom,Tyne and Wear,44036,160,-35,-13,82,-38,-44,12,,,
United Kingdom,Tyne and Wear,44037,161,-42,-14,50,-33,-16,5,,,
United Kingdom,Tyne and Wear,44038,162,-37,-20,45,-32,-12,3,,,
United Kingdom,Tyne and Wear,44039,163,-30,-15,11,-44,-50,14,,,
United Kingdom,Tyne and Wear,44040,164,-28,-11,84,-40,-47,13,,,
United Kingdom,Tyne and Wear,44041,165,-27,-11,96,-38,-47,12,,,
United Kingdom,Tyne and Wear,44042,166,-27,-8,52,-44,-48,13,,,
United Kingdom,Tyne and Wear,44043,167,-34,-12,124,-37,-47,10,,,
United Kingdom,Tyne and Wear,44044,168,-41,-14,41,-36,-17,4,,,
United Kingdom,Tyne and Wear,44045,169,-32,-17,46,-34,-12,2,,,
United Kingdom,Tyne and Wear,44046,170,-19,-12,97,-39,-48,10,,,
United Kingdom,Tyne and Wear,44047,171,-24,-16,17,-45,-49,13,,,
United Kingdom,Tyne and Wear,44048,172,-19,-15,70,-41,-47,12,,,
United Kingdom,Tyne and Wear,44049,173,-26,-11,122,-40,-47,11,,,
United Kingdom,Tyne and Wear,44050,174,-32,-14,101,-39,-47,10,,,
United Kingdom,Tyne and Wear,44051,175,-40,-15,70,-35,-14,3,,,
United Kingdom,Tyne and Wear,44052,176,-32,-19,46,-35,-10,2,,,
United Kingdom,Tyne and Wear,44053,177,-15,-14,84,-38,-46,10,,,
United Kingdom,Tyne and Wear,44054,178,-18,-15,113,-38,-46,10,,,
United Kingdom,Tyne and Wear,44055,179,-17,-14,93,-39,-45,10,,,
United Kingdom,Tyne and Wear,44056,180,-27,-13,38,-44,-46,12,,,
United Kingdom,Warrington,43876,0,-4,-5,-50,-9,-1,2,,,
United Kingdom,Warrington,43877,1,0,-4,-26,-1,-3,1,,,
United Kingdom,Warrington,43878,2,13,0,,3,-15,2,,,
United Kingdom,Warrington,43879,3,10,-3,,-4,-14,2,,,
United Kingdom,Warrington,43880,4,10,-3,-13,1,-15,2,,,
United Kingdom,Warrington,43881,5,9,-4,-18,-8,-15,3,,,
United Kingdom,Warrington,43882,6,10,-3,-24,2,-17,2,,,
United Kingdom,Warrington,43883,7,-3,-2,-24,0,0,0,,,
United Kingdom,Warrington,43884,8,-3,-6,-7,-3,0,0,,,
United Kingdom,Warrington,43885,9,-1,0,0,2,-1,1,,,
United Kingdom,Warrington,43886,10,-1,2,-13,-3,1,1,,,
United Kingdom,Warrington,43887,11,-1,-2,-19,-3,0,0,,,
United Kingdom,Warrington,43888,12,2,-1,-10,-4,1,0,,,
United Kingdom,Warrington,43889,13,5,1,-24,0,0,0,,,
United Kingdom,Warrington,43890,14,6,1,-21,7,4,0,,,
United Kingdom,Warrington,43891,15,6,7,22,8,3,-1,,,
United Kingdom,Warrington,43892,16,4,1,4,3,1,0,,,
United Kingdom,Warrington,43893,17,3,2,-7,-5,2,1,,,
United Kingdom,Warrington,43894,18,2,3,-8,-6,0,0,,,
United Kingdom,Warrington,43895,19,3,2,6,-5,1,0,,,
United Kingdom,Warrington,43896,20,8,7,22,6,1,-1,,,
United Kingdom,Warrington,43897,21,-2,1,6,4,2,-1,,,
United Kingdom,Warrington,43898,22,3,7,34,4,4,-1,,,
United Kingdom,Warrington,43899,23,-1,3,-11,-2,1,1,,,
United Kingdom,Warrington,43900,24,2,5,,-7,1,1,,,
United Kingdom,Warrington,43901,25,-3,5,31,-3,0,1,,,
United Kingdom,Warrington,43902,26,-2,13,6,-9,-1,1,,,
United Kingdom,Warrington,43903,27,0,14,4,-9,-3,1,,,
United Kingdom,Warrington,43904,28,-7,9,-11,-7,-1,1,,,
United Kingdom,Warrington,43905,29,-7,12,15,-9,-1,1,,,
United Kingdom,Warrington,43906,30,-1,25,,-10,-5,3,,,
United Kingdom,Warrington,43907,31,-7,30,,-25,-10,6,,,
United Kingdom,Warrington,43908,32,-14,29,-17,-33,-20,10,,,
United Kingdom,Warrington,43909,33,-13,30,26,-36,-23,11,,,
United Kingdom,Warrington,43910,34,-20,16,,-33,-26,11,,,
United Kingdom,Warrington,43911,35,-46,8,6,-39,-20,9,,,
United Kingdom,Warrington,43912,36,-56,-9,53,-35,-25,7,,,
United Kingdom,Warrington,43913,37,-43,-2,,-51,-43,16,,,
United Kingdom,Warrington,43914,38,-68,-19,,-63,-55,23,,,
United Kingdom,Warrington,43915,39,-71,-20,17,-65,-61,25,,,
United Kingdom,Warrington,43916,40,-72,-22,24,-66,-64,26,,,
United Kingdom,Warrington,43917,41,-74,-19,10,-67,-63,27,,,
United Kingdom,Warrington,43918,42,-83,-33,-46,-71,-53,,,,
United Kingdom,Warrington,43919,43,-86,-42,-29,-68,-52,,,,
United Kingdom,Warrington,43920,44,-74,-26,-13,-72,-67,26,,,
United Kingdom,Warrington,43921,45,-73,-24,,-69,-67,27,,,
United Kingdom,Warrington,43922,46,-75,-29,-10,-71,-67,28,,,
United Kingdom,Warrington,43923,47,-75,-28,0,-72,-67,28,,,
United Kingdom,Warrington,43924,48,-74,-24,18,-70,-66,27,,,
United Kingdom,Warrington,43925,49,-82,-31,-25,-71,-53,,,,
United Kingdom,Warrington,43926,50,-83,-37,-5,-67,-49,,,,
United Kingdom,Warrington,43927,51,-70,-28,,-67,-67,26,,,
United Kingdom,Warrington,43928,52,-71,-23,,-65,-68,27,,,
United Kingdom,Warrington,43929,53,-71,-22,15,-67,-68,27,,,
United Kingdom,Warrington,43930,54,-69,-14,14,-68,-68,27,,,
United Kingdom,Warrington,43931,55,-77,-28,20,-75,-82,31,,,
United Kingdom,Warrington,43932,56,-80,-24,-19,-65,-55,,,,
United Kingdom,Warrington,43933,57,-93,-57,-16,-66,-58,,,,
United Kingdom,Warrington,43934,58,-76,-36,,-74,-84,31,,,
United Kingdom,Warrington,43935,59,-68,-20,,-65,-67,26,,,
United Kingdom,Warrington,43936,60,-70,-20,35,-65,-67,27,,,
United Kingdom,Warrington,43937,61,-72,-22,,-66,-67,27,,,
United Kingdom,Warrington,43938,62,-73,-22,29,-67,-66,27,,,
United Kingdom,Warrington,43939,63,-82,-37,-41,-71,-49,,,,
United Kingdom,Warrington,43940,64,-82,-42,19,-57,-45,,,,
United Kingdom,Warrington,43941,65,-70,-29,,-66,-65,25,,,
United Kingdom,Warrington,43942,66,-70,-27,,-64,-65,26,,,
United Kingdom,Warrington,43943,67,-71,-28,37,-62,-65,26,,,
United Kingdom,Warrington,43944,68,-71,-28,,-64,-65,26,,,
United Kingdom,Warrington,43945,69,-71,-26,,-65,-64,26,,,
United Kingdom,Warrington,43946,70,-78,-31,4,-60,-47,,,,
United Kingdom,Warrington,43947,71,-79,-38,14,-54,-45,,,,
United Kingdom,Warrington,43948,72,-68,-29,,-63,-64,24,,,
United Kingdom,Warrington,43949,73,-71,-32,-10,-66,-65,25,,,
United Kingdom,Warrington,43950,74,-71,-30,0,-64,-65,26,,,
United Kingdom,Warrington,43951,75,-72,-28,-8,-66,-64,27,,,
United Kingdom,Warrington,43952,76,-72,-25,35,-64,-63,26,,,
United Kingdom,Warrington,43953,77,-78,-32,-1,-58,-45,16,,,
United Kingdom,Warrington,43954,78,-80,-39,28,-55,-41,,,,
United Kingdom,Warrington,43955,79,-67,-26,,-60,-63,23,,,
United Kingdom,Warrington,43956,80,-67,-24,,-59,-63,25,,,
United Kingdom,Warrington,43957,81,-68,-22,,-58,-62,25,,,
United Kingdom,Warrington,43958,82,-64,-15,,-58,-62,24,,,
United Kingdom,Warrington,43959,83,-75,-33,,-67,-79,29,,,
United Kingdom,Warrington,43960,84,-78,-32,21,-58,-45,,,,
United Kingdom,Warrington,43961,85,-81,-39,-15,-59,-40,,,,
United Kingdom,Warrington,43962,86,-66,-26,,-58,-61,23,,,
United Kingdom,Warrington,43963,87,-66,-25,,-60,-60,25,,,
United Kingdom,Warrington,43964,88,-66,-24,,-55,-60,24,,,
United Kingdom,Warrington,43965,89,-65,-21,,-56,-59,22,,,
United Kingdom,Warrington,43966,90,-66,-23,,-59,-59,23,,,
United Kingdom,Warrington,43967,91,-73,-25,39,-49,-39,14,,,
United Kingdom,Warrington,43968,92,-74,-30,64,-46,-35,,,,
United Kingdom,Warrington,43969,93,-62,-24,,-59,-58,22,,,
United Kingdom,Warrington,43970,94,-60,-18,,-52,-58,23,,,
United Kingdom,Warrington,43971,95,-62,-16,,-50,-59,22,,,
United Kingdom,Warrington,43972,96,-62,-17,,-54,-58,23,,,
United Kingdom,Warrington,43973,97,-63,-19,,-57,-58,23,,,
United Kingdom,Warrington,43974,98,-70,-22,18,-53,-37,15,,,
United Kingdom,Warrington,43975,99,-72,-25,67,-44,-35,,,,
United Kingdom,Warrington,43976,100,-65,-24,,-57,-79,25,,,
United Kingdom,Warrington,43977,101,-56,-15,,-51,-57,21,,,
United Kingdom,Warrington,43978,102,-59,-14,,-54,-56,21,,,
United Kingdom,Warrington,43979,103,-58,-13,,-50,-56,22,,,
United Kingdom,Warrington,43980,104,-61,-12,,-50,-55,21,,,
United Kingdom,Warrington,43981,105,-69,-16,61,-42,-27,11,,,
United Kingdom,Warrington,43982,106,-70,-19,89,-32,-21,8,,,
United Kingdom,Warrington,43983,107,-52,-13,,-44,-54,18,,,
United Kingdom,Warrington,43984,108,-55,-13,,-44,-54,20,,,
United Kingdom,Warrington,43985,109,-57,-20,26,-54,-55,22,,,
United Kingdom,Warrington,43986,110,-55,-18,,-55,-54,22,,,
United Kingdom,Warrington,43987,111,-57,-16,,-55,-54,21,,,
United Kingdom,Warrington,43988,112,-66,-23,8,-55,-29,13,,,
United Kingdom,Warrington,43989,113,-67,-25,59,-42,-24,,,,
United Kingdom,Warrington,43990,114,-50,-16,,-51,-51,19,,,
United Kingdom,Warrington,43991,115,-51,-17,,-49,-51,20,,,
United Kingdom,Warrington,43992,116,-53,-15,,-51,-52,21,,,
United Kingdom,Warrington,43993,117,-53,-19,,-54,-51,21,,,
United Kingdom,Warrington,43994,118,-54,-13,,-52,-49,20,,,
United Kingdom,Warrington,43995,119,-62,-16,83,-40,-15,10,,,
United Kingdom,Warrington,43996,120,-63,-17,136,-39,-13,7,,,
United Kingdom,Warrington,43997,121,-39,-12,,-47,-50,17,,,
United Kingdom,Warrington,43998,122,-41,-11,,-47,-50,20,,,
United Kingdom,Warrington,43999,123,-44,-13,,-47,-49,19,,,
United Kingdom,Warrington,44000,124,-46,-18,-2,-54,-51,21,,,
United Kingdom,Warrington,44001,125,-44,-9,,-49,-49,19,,,
United Kingdom,Warrington,44002,126,-51,-8,74,-34,-13,8,,,
United Kingdom,Warrington,44003,127,-57,-15,77,-30,-3,6,,,
United Kingdom,Warrington,44004,128,-36,-14,,-45,-50,17,,,
United Kingdom,Warrington,44005,129,-37,-7,,-42,-50,17,,,
United Kingdom,Warrington,44006,130,-45,-5,,-43,-47,17,,,
United Kingdom,Warrington,44007,131,-46,-5,,-44,-48,18,,,
United Kingdom,Warrington,44008,132,-43,-9,,-46,-48,18,,,
United Kingdom,Warrington,44009,133,-51,-15,-2,-45,-18,10,,,
United Kingdom,Warrington,44010,134,-51,-17,21,-41,-13,8,,,
United Kingdom,Warrington,44011,135,-34,-15,,-45,-48,17,,,
United Kingdom,Warrington,44012,136,-30,-10,,-42,-47,17,,,
United Kingdom,Warrington,44013,137,-34,-13,,-45,-46,18,,,
United Kingdom,Warrington,44014,138,-35,-12,,-46,-47,18,,,
United Kingdom,Warrington,44015,139,-38,-11,,-44,-46,18,,,
United Kingdom,Warrington,44016,140,-42,-16,10,-28,-9,7,,,
United Kingdom,Warrington,44017,141,-45,-20,60,-30,-8,6,,,
United Kingdom,Warrington,44018,142,-25,-12,,-37,-47,14,,,
United Kingdom,Warrington,44019,143,-28,-15,,-40,-48,17,,,
United Kingdom,Warrington,44020,144,-31,-14,,-41,-45,16,,,
United Kingdom,Warrington,44021,145,-30,-12,,-40,-46,16,,,
United Kingdom,Warrington,44022,146,-31,-13,,-34,-44,14,,,
United Kingdom,Warrington,44023,147,-41,-16,64,-18,-6,5,,,
United Kingdom,Warrington,44024,148,-44,-18,136,-14,-3,2,,,
United Kingdom,Warrington,44025,149,-26,-15,,-39,-46,14,,,
United Kingdom,Warrington,44026,150,-26,-14,,-37,-46,15,,,
United Kingdom,Warrington,44027,151,-25,-15,15,-47,-45,16,,,
United Kingdom,Warrington,44028,152,-23,-13,,-43,-44,14,,,
United Kingdom,Warrington,44029,153,-25,-13,,-41,-43,12,,,
United Kingdom,Warrington,44030,154,-34,-18,-15,-41,-7,6,,,
United Kingdom,Warrington,44031,155,-33,-21,115,-29,1,2,,,
United Kingdom,Warrington,44032,156,-17,-14,,-39,-45,13,,,
United Kingdom,Warrington,44033,157,-18,-14,,-42,-45,13,,,
United Kingdom,Warrington,44034,158,-21,-14,,-42,-44,14,,,
United Kingdom,Warrington,44035,159,-20,-13,,-43,-44,14,,,
United Kingdom,Warrington,44036,160,-24,-16,,-42,-44,12,,,
United Kingdom,Warrington,44037,161,-31,-21,46,-33,-5,5,,,
United Kingdom,Warrington,44038,162,-33,-23,87,-35,0,3,,,
United Kingdom,Warrington,44039,163,-19,-18,,-48,-50,14,,,
United Kingdom,Warrington,44040,164,-16,-14,,-42,-47,14,,,
United Kingdom,Warrington,44041,165,-16,-14,,-38,-47,13,,,
United Kingdom,Warrington,44042,166,-16,-13,,-42,-47,13,,,
United Kingdom,Warrington,44043,167,-26,-15,,-41,-48,11,,,
United Kingdom,Warrington,44044,168,-28,-19,47,-32,-6,4,,,
United Kingdom,Warrington,44045,169,-26,-20,108,-32,-4,1,,,
United Kingdom,Warrington,44046,170,-9,-18,,-41,-48,11,,,
United Kingdom,Warrington,44047,171,-9,-19,,-41,-48,13,,,
United Kingdom,Warrington,44048,172,-10,-17,,-43,-48,13,,,
United Kingdom,Warrington,44049,173,-18,-13,,-43,-46,12,,,
United Kingdom,Warrington,44050,174,-25,-15,,-40,-47,10,,,
United Kingdom,Warrington,44051,175,-35,-19,80,-31,-7,2,,,
United Kingdom,Warrington,44052,176,-30,-19,134,-28,0,1,,,
United Kingdom,Warrington,44053,177,-8,-14,,-40,-48,10,,,
United Kingdom,Warrington,44054,178,-8,-14,,-40,-47,12,,,
United Kingdom,Warrington,44055,179,-10,-17,,-42,-46,12,,,
United Kingdom,Warrington,44056,180,-17,-12,,-42,-46,12,,,
United Kingdom,Warwickshire,43876,0,-12,-6,-44,-8,-5,2,,,
United Kingdom,Warwickshire,43877,1,-9,-5,-38,7,-3,1,,,
United Kingdom,Warwickshire,43878,2,8,1,19,5,-14,2,,,
United Kingdom,Warwickshire,43879,3,6,-3,11,2,-13,3,,,
United Kingdom,Warwickshire,43880,4,4,-3,5,3,-13,3,,,
United Kingdom,Warwickshire,43881,5,4,-1,1,1,-14,3,,,
United Kingdom,Warwickshire,43882,6,6,1,19,7,-16,2,,,
United Kingdom,Warwickshire,43883,7,-2,3,-2,10,-3,0,,,
United Kingdom,Warwickshire,43884,8,-3,-2,-13,16,-1,0,,,
United Kingdom,Warwickshire,43885,9,-3,0,-16,0,-2,1,,,
United Kingdom,Warwickshire,43886,10,-1,4,-4,-1,-1,1,,,
United Kingdom,Warwickshire,43887,11,-1,0,0,0,-1,1,,,
United Kingdom,Warwickshire,43888,12,3,4,7,2,-1,1,,,
United Kingdom,Warwickshire,43889,13,0,3,-13,5,-3,1,,,
United Kingdom,Warwickshire,43890,14,2,8,-8,3,0,0,,,
United Kingdom,Warwickshire,43891,15,6,2,11,18,2,-1,,,
United Kingdom,Warwickshire,43892,16,3,5,5,2,0,0,,,
United Kingdom,Warwickshire,43893,17,0,4,7,2,1,1,,,
United Kingdom,Warwickshire,43894,18,-1,5,0,2,1,1,,,
United Kingdom,Warwickshire,43895,19,0,6,2,-1,0,1,,,
United Kingdom,Warwickshire,43896,20,6,7,30,8,0,0,,,
United Kingdom,Warwickshire,43897,21,0,5,9,12,1,0,,,
United Kingdom,Warwickshire,43898,22,4,8,18,12,2,-1,,,
United Kingdom,Warwickshire,43899,23,-2,5,-10,2,1,1,,,
United Kingdom,Warwickshire,43900,24,-2,7,2,2,0,1,,,
United Kingdom,Warwickshire,43901,25,-3,7,9,-2,0,1,,,
United Kingdom,Warwickshire,43902,26,0,14,12,-3,-1,2,,,
United Kingdom,Warwickshire,43903,27,-3,13,13,-2,-5,2,,,
United Kingdom,Warwickshire,43904,28,-9,13,6,-6,-2,2,,,
United Kingdom,Warwickshire,43905,29,-18,3,-28,-12,-5,2,,,
United Kingdom,Warwickshire,43906,30,-5,23,21,-10,-7,4,,,
United Kingdom,Warwickshire,43907,31,-17,26,1,-21,-13,7,,,
United Kingdom,Warwickshire,43908,32,-27,23,-25,-29,-22,11,,,
United Kingdom,Warwickshire,43909,33,-25,29,-10,-30,-27,12,,,
United Kingdom,Warwickshire,43910,34,-29,17,10,-29,-29,13,,,
United Kingdom,Warwickshire,43911,35,-52,9,13,-35,-25,10,,,
United Kingdom,Warwickshire,43912,36,-60,-12,7,-40,-30,8,,,
United Kingdom,Warwickshire,43913,37,-46,-3,0,-40,-45,18,,,
United Kingdom,Warwickshire,43914,38,-71,-20,-9,-52,-58,24,,,
United Kingdom,Warwickshire,43915,39,-73,-22,-13,-58,-64,27,,,
United Kingdom,Warwickshire,43916,40,-74,-22,-2,-63,-66,28,,,
United Kingdom,Warwickshire,43917,41,-77,-25,-16,-64,-67,28,,,
United Kingdom,Warwickshire,43918,42,-85,-35,-58,-73,-57,19,,,
United Kingdom,Warwickshire,43919,43,-86,-44,-56,-72,-54,15,,,
United Kingdom,Warwickshire,43920,44,-76,-31,-43,-67,-69,28,,,
United Kingdom,Warwickshire,43921,45,-74,-26,-19,-65,-69,28,,,
United Kingdom,Warwickshire,43922,46,-77,-29,-32,-66,-69,29,,,
United Kingdom,Warwickshire,43923,47,-75,-27,-15,-67,-69,29,,,
United Kingdom,Warwickshire,43924,48,-78,-25,-14,-66,-69,29,,,
United Kingdom,Warwickshire,43925,49,-83,-32,-43,-71,-57,19,,,
United Kingdom,Warwickshire,43926,50,-84,-40,-40,-70,-54,15,,,
United Kingdom,Warwickshire,43927,51,-74,-29,-24,-65,-70,27,,,
United Kingdom,Warwickshire,43928,52,-74,-26,-7,-64,-70,28,,,
United Kingdom,Warwickshire,43929,53,-75,-22,-12,-63,-70,28,,,
United Kingdom,Warwickshire,43930,54,-72,-14,-2,-63,-70,28,,,
United Kingdom,Warwickshire,43931,55,-79,-26,-11,-72,-82,32,,,
United Kingdom,Warwickshire,43932,56,-82,-27,-41,-70,-59,19,,,
United Kingdom,Warwickshire,43933,57,-90,-62,-37,-71,-59,15,,,
United Kingdom,Warwickshire,43934,58,-81,-40,-29,-76,-85,32,,,
United Kingdom,Warwickshire,43935,59,-72,-22,-1,-62,-71,28,,,
United Kingdom,Warwickshire,43936,60,-73,-24,-4,-62,-70,29,,,
United Kingdom,Warwickshire,43937,61,-72,-23,8,-62,-69,28,,,
United Kingdom,Warwickshire,43938,62,-76,-27,-23,-65,-69,29,,,
United Kingdom,Warwickshire,43939,63,-84,-37,-62,-73,-55,19,,,
United Kingdom,Warwickshire,43940,64,-81,-40,-25,-67,-48,14,,,
United Kingdom,Warwickshire,43941,65,-71,-29,-8,-61,-67,26,,,
United Kingdom,Warwickshire,43942,66,-72,-27,0,-60,-67,27,,,
United Kingdom,Warwickshire,43943,67,-73,-26,0,-59,-66,28,,,
United Kingdom,Warwickshire,43944,68,-72,-24,11,-60,-67,28,,,
United Kingdom,Warwickshire,43945,69,-74,-23,8,-60,-66,28,,,
United Kingdom,Warwickshire,43946,70,-79,-29,-23,-64,-51,17,,,
United Kingdom,Warwickshire,43947,71,-79,-35,-19,-63,-48,14,,,
United Kingdom,Warwickshire,43948,72,-70,-28,-11,-59,-65,26,,,
United Kingdom,Warwickshire,43949,73,-76,-33,-51,-66,-67,27,,,
United Kingdom,Warwickshire,43950,74,-74,-28,-30,-61,-66,28,,,
United Kingdom,Warwickshire,43951,75,-75,-26,-32,-62,-66,28,,,
United Kingdom,Warwickshire,43952,76,-75,-24,-13,-60,-65,28,,,
United Kingdom,Warwickshire,43953,77,-79,-27,-20,-61,-49,17,,,
United Kingdom,Warwickshire,43954,78,-81,-36,-28,-62,-44,14,,,
United Kingdom,Warwickshire,43955,79,-69,-24,-3,-56,-64,25,,,
United Kingdom,Warwickshire,43956,80,-70,-22,13,-54,-64,26,,,
United Kingdom,Warwickshire,43957,81,-71,-18,12,-53,-64,26,,,
United Kingdom,Warwickshire,43958,82,-66,-9,23,-55,-63,25,,,
United Kingdom,Warwickshire,43959,83,-75,-25,19,-66,-79,30,,,
United Kingdom,Warwickshire,43960,84,-78,-28,-17,-63,-49,16,,,
United Kingdom,Warwickshire,43961,85,-82,-37,-51,-67,-44,14,,,
United Kingdom,Warwickshire,43962,86,-67,-22,-13,-56,-63,25,,,
United Kingdom,Warwickshire,43963,87,-66,-20,13,-54,-62,26,,,
United Kingdom,Warwickshire,43964,88,-66,-20,13,-53,-61,26,,,
United Kingdom,Warwickshire,43965,89,-64,-15,54,-53,-61,24,,,
United Kingdom,Warwickshire,43966,90,-68,-18,34,-53,-61,25,,,
United Kingdom,Warwickshire,43967,91,-73,-22,9,-53,-42,14,,,
United Kingdom,Warwickshire,43968,92,-72,-23,22,-51,-37,11,,,
United Kingdom,Warwickshire,43969,93,-60,-17,38,-49,-59,23,,,
United Kingdom,Warwickshire,43970,94,-62,-12,68,-46,-59,23,,,
United Kingdom,Warwickshire,43971,95,-63,-11,66,-46,-59,24,,,
United Kingdom,Warwickshire,43972,96,-62,-9,67,-47,-59,24,,,
United Kingdom,Warwickshire,43973,97,-65,-13,32,-50,-59,24,,,
United Kingdom,Warwickshire,43974,98,-72,-19,-6,-54,-39,15,,,
United Kingdom,Warwickshire,43975,99,-70,-20,32,-47,-34,10,,,
United Kingdom,Warwickshire,43976,100,-62,-17,145,-51,-80,26,,,
United Kingdom,Warwickshire,43977,101,-58,-7,79,-45,-59,22,,,
United Kingdom,Warwickshire,43978,102,-59,-9,76,-42,-58,23,,,
United Kingdom,Warwickshire,43979,103,-58,-6,97,-44,-58,23,,,
United Kingdom,Warwickshire,43980,104,-62,-6,86,-44,-57,22,,,
United Kingdom,Warwickshire,43981,105,-69,-11,44,-43,-30,11,,,
United Kingdom,Warwickshire,43982,106,-68,-16,49,-40,-23,9,,,
United Kingdom,Warwickshire,43983,107,-54,-8,62,-42,-53,20,,,
United Kingdom,Warwickshire,43984,108,-56,-8,84,-40,-53,20,,,
United Kingdom,Warwickshire,43985,109,-62,-17,-9,-49,-54,23,,,
United Kingdom,Warwickshire,43986,110,-60,-11,29,-46,-53,22,,,
United Kingdom,Warwickshire,43987,111,-62,-12,23,-46,-53,22,,,
United Kingdom,Warwickshire,43988,112,-70,-20,-27,-53,-32,14,,,
United Kingdom,Warwickshire,43989,113,-70,-20,-6,-49,-28,11,,,
United Kingdom,Warwickshire,43990,114,-54,-12,40,-43,-51,20,,,
United Kingdom,Warwickshire,43991,115,-56,-11,66,-42,-51,21,,,
United Kingdom,Warwickshire,43992,116,-59,-12,17,-45,-51,22,,,
United Kingdom,Warwickshire,43993,117,-57,-12,13,-48,-52,22,,,
United Kingdom,Warwickshire,43994,118,-60,-13,30,-47,-51,21,,,
United Kingdom,Warwickshire,43995,119,-64,-14,47,-40,-20,11,,,
United Kingdom,Warwickshire,43996,120,-63,-13,56,-38,-15,8,,,
United Kingdom,Warwickshire,43997,121,-42,-8,72,-39,-49,18,,,
United Kingdom,Warwickshire,43998,122,-49,-11,36,-42,-50,20,,,
United Kingdom,Warwickshire,43999,123,-51,-10,16,-43,-50,21,,,
United Kingdom,Warwickshire,44000,124,-54,-13,-12,-48,-52,22,,,
United Kingdom,Warwickshire,44001,125,-53,-7,19,-43,-50,20,,,
United Kingdom,Warwickshire,44002,126,-57,-6,32,-27,-17,9,,,
United Kingdom,Warwickshire,44003,127,-57,-11,40,-32,-8,7,,,
United Kingdom,Warwickshire,44004,128,-42,-10,73,-37,-50,18,,,
United Kingdom,Warwickshire,44005,129,-45,-4,104,-37,-50,18,,,
United Kingdom,Warwickshire,44006,130,-49,-3,89,-36,-49,18,,,
United Kingdom,Warwickshire,44007,131,-47,0,100,-37,-49,18,,,
United Kingdom,Warwickshire,44008,132,-50,-3,69,-38,-48,18,,,
United Kingdom,Warwickshire,44009,133,-58,-11,-12,-31,-22,11,,,
United Kingdom,Warwickshire,44010,134,-55,-12,40,-32,-11,7,,,
United Kingdom,Warwickshire,44011,135,-43,-11,20,-38,-48,18,,,
United Kingdom,Warwickshire,44012,136,-43,-7,60,-36,-47,18,,,
United Kingdom,Warwickshire,44013,137,-47,-10,32,-37,-47,19,,,
United Kingdom,Warwickshire,44014,138,-44,-7,56,-39,-47,19,,,
United Kingdom,Warwickshire,44015,139,-50,-8,30,-38,-47,19,,,
United Kingdom,Warwickshire,44016,140,-49,-10,29,-20,-14,7,,,
United Kingdom,Warwickshire,44017,141,-46,-13,66,-25,-8,5,,,
United Kingdom,Warwickshire,44018,142,-34,-9,71,-33,-47,15,,,
United Kingdom,Warwickshire,44019,143,-40,-11,37,-34,-48,17,,,
United Kingdom,Warwickshire,44020,144,-43,-14,13,-36,-47,18,,,
United Kingdom,Warwickshire,44021,145,-42,-10,18,-36,-47,18,,,
United Kingdom,Warwickshire,44022,146,-39,-8,85,-25,-45,15,,,
United Kingdom,Warwickshire,44023,147,-44,-9,70,-9,-10,5,,,
United Kingdom,Warwickshire,44024,148,-41,-8,100,-9,-4,3,,,
United Kingdom,Warwickshire,44025,149,-35,-11,42,-31,-47,15,,,
